,Unnamed: 0.2,Unnamed: 0,level_0,index,Unnamed: 0.1,Unnamed: 0.1.1,id,author_id,text,hashtags,created_at,geo,like_count,quote_count,reply_count,retweet_count,possibly_sensitive,text_normalized,cluster,distance_from_level_1_centroid,sub_cluster,distance_from_level_2_centroid,emotion,emotion_score,Actionability
1947,1947,1947,3561,4564,4645,4645,1.41E+18,3081529131,"Park honouring Filipino hero breaks ground in Calgary
#Environment #CalgaryJoseRizalPark #CalgaryParks #Filipino #FilipinoHeritageMonth #FilipinoHeritageMonthCalgary #FilipinoMonument #FilipinoMonumentCalgary #JoseRizal #JoseRizalPark #JoseRizalParkCalgary
https://t.co/uKXLpxF1Vd",#Environment #CalgaryJoseRizalPark #CalgaryParks #Filipino #FilipinoHeritageMonth #FilipinoHeritageMonthCalgary #FilipinoMonument #FilipinoMonumentCalgary #JoseRizal #JoseRizalPark #JoseRizalParkCalgary,2021-06-28T02:19:35.000Z,,0,0,0,0,FALSE,park honouring filipino hero breaks ground in calgaryenvironment,1,0.945883572,16,0.673873007,joy,0.98651439,F
3196,3196,3196,10001,13278,13574,1575,1.49E+18,18984207,"Overnight until 6:30 AM in the NW on Stoney Tr north of 16th Ave, bridgework over the Bow River leaves a single lane open in both directions of Stoney. #yyctraffic #yycroads",#yyctraffic #yycroads,2022-02-01T02:09:46.000Z,,0,0,0,0,FALSE,"overnight until 630 am in the nw on stoney tr north of 16th ave, bridgework over the bow river leaves a single lane open in both directions of stoney.",3,1.038104057,8,0.605566204,fear,0.896438599,F
2108,2108,2108,4487,5771,5867,5867,1.40E+18,132612095,"👏 #Bravo, Mitch! Job well done!
📲 CALL or TEXT Mitch at 587.998.8462
🌎 WEB: https://t.co/qG1DWwoOCo

🌟 #mitchthompsonrealty #c21bravorealty #yycrealestate #calgaryrealestate #yyc #calgary #yycliving #yycre #yychomes #yycnow #yycrealtor #calgaryhomes #realestate https://t.co/aD6WZaIe9G",#Bravo #mitchthompsonrealty #c21bravorealty #yycrealestate #calgaryrealestate #yyc #calgary #yycliving #yycre #yychomes #yycnow #yycrealtor #calgaryhomes #realestate,2021-06-10T15:02:06.000Z,,1,0,0,0,FALSE," bravo, mitch! job well done! call or text mitch at 587.998.8462 web",2,1.052800179,2,0.988625944,joy,0.997922957,F
9772,9772,9772,10515,13997,14316,2317,1.48E+18,1651572684,It’s a walk in the park: Out with the Sunset and other new releases #reading #mystery yyc calgary parks https://t.co/YsbV91ua3E https://t.co/UwzqYmgozS,#reading #mystery,2022-01-15T14:23:23.000Z,,0,0,0,0,FALSE,its a walk in the park out with the sunset and other new releases reading mystery yyc calgary parks  ,13,1.015381455,2,0.883208275,fear,0.681512594,F
6529,6529,6529,8731,11589,11811,11811,1.37E+18,1354634546,Yes it does. 😊👍🏻 #yycbike #yegbike https://t.co/Vf2h5jXdMu,#yycbike #yegbike,2021-03-12T05:40:36.000Z,,2,0,0,0,FALSE,yes it does.,8,1.115135312,6,0.954254448,joy,0.727787137,F
7973,7973,7973,4493,5780,5876,5876,1.40E+18,3000598092,"3488 #yycbike trips were counted on street on Wed Jun 09

Busiest:
5th at CPR: 772
5th and 5th: 475
8th and 12th SW: 445
*Incomplete Data",#yycbike,2021-06-10T12:32:49.000Z,,0,0,0,0,FALSE,3488 yycbike trips were counted on street on wed jun 09busiest5th at cpr 7725th and 5th 4758th and 12th sw 445*incomplete data,11,0.838587463,6,0.890125036,sadness,0.664702415,T
6628,6628,6628,12369,16482,16876,4877,1.46E+18,87878273,"Check This Out!
https://t.co/W65wnLnSSz
#calgaryhomes #calgarybuzz #yychomes #yycliving #calgaryrealestate #yycrealestate #calgaryrealestate #yycrealtor #yyccalgary #therealestatecompany",#calgaryhomes #calgarybuzz #yychomes #yycliving #calgaryrealestate #yycrealestate #calgaryrealestate #yycrealtor #yyccalgary #therealestatecompany,2021-11-23T17:49:40.000Z,,0,0,0,0,FALSE,check this out!,8,1.034752488,7,1.046497107,joy,0.435320318,F
10004,10004,10004,15336,20463,20917,8918,1.44E+18,20649204,“But you need a car in Calgary”. #yycbike https://t.co/8TGw1uAKhq,#yycbike,2021-09-11T17:33:48.000Z,,12,0,2,0,FALSE,but you need a car in calgary.,13,1.062807441,6,1.017804265,anger,0.598123193,F
5916,5916,5916,12020,16003,16387,4388,1.47E+18,4798864298,"Who are you born to be? This is one of life's fundamental questions. Do you know? Answers here! https://t.co/pxk0vascur

#solepathanswers
#getyoursolepath
#whoareyouborntobe
#yycliving https://t.co/mZEyJQOCvU",#solepathanswers #getyoursolepath #whoareyouborntobe #yycliving,2021-12-02T16:45:42.000Z,,0,0,0,0,FALSE,who are you born to be? this is one of life's fundamental questions. do you know? answers here!,8,1.125453115,0,0.909855068,joy,0.894191504,F
500,500,500,3052,3882,3950,3950,1.41E+18,112794611,"It’s the last day to get a slice of our delicious Black Forest Cake - moist chocolate cake made with @HighwoodC flour, @SunworksFarm eggs &amp; Delicacies Valley Venezuelan cocoa, layered with vanilla icing, whipped cream, &amp; fresh BC cherries #yycfood #yyceats  #yycliving #yyctakeout https://t.co/Pxf9I6fBA0",#yycfood #yyceats #yycliving #yyctakeout,2021-07-09T22:03:23.000Z,,3,0,0,0,FALSE,"its the last day to get a slice of our delicious black forest cake - moist chocolate cake made with  flour,  eggs &amp; delicacies valley venezuelan cocoa, layered with vanilla icing, whipped cream, &amp; fresh bc cherries",0,1.066168189,9,1.094109178,joy,0.997690558,F
9542,9542,9542,12446,16586,16980,4981,1.46E+18,103680135,"Hope you had a great weekend, Calgary! See you tomorrow. (📸: tkphotography50 on Instagram)
.
.
#downtowncalgary #yycliving #yyc #yycnow #toruismcalgary #calgarytower #catpurecalgary #sunday #sundayfunday https://t.co/8H6NuRSLwz",#downtowncalgary #yycliving #yyc #yycnow #toruismcalgary #calgarytower #catpurecalgary #sunday #sundayfunday,2021-11-22T03:43:02.000Z,,18,0,0,0,FALSE,"hope you had a great weekend, calgary! see you tomorrow. ( tkphotography50 on instagram)..",13,1.084429979,0,0.961535394,joy,0.998315573,F
2719,2719,2719,7214,9504,9691,9691,1.38E+18,18984207,"Overnight until 5 AM in the NW on 16th Ave at Stoney Tr, a single lane is open in each direction. #yyctraffic #yycroads",#yyctraffic #yycroads,2021-04-14T03:38:07.000Z,,0,0,0,0,FALSE,"overnight until 5 am in the nw on 16th ave at stoney tr, a single lane is open in each direction.",3,1.017068148,3,1.039078236,fear,0.510453761,F
2399,2399,2399,3963,5077,5166,5166,1.41E+18,1.40E+18,🚨 NEW mystery location is up! Hint: Bird’s eye view of River Walk. 🤔 #calgary #calgarybike #calgarycycling #calgarybiketag #yyc #yycbike #yyccycling #yycbiketag https://t.co/FccTicz6D6,#calgary #calgarybike #calgarycycling #calgarybiketag #yyc #yycbike #yyccycling #yycbiketag,2021-06-20T13:08:35.000Z,{'place_id': '53504716d445dcad'},2,0,1,1,FALSE, new mystery location is up! hint birds eye view of river walk.,2,1.03170383,15,1.021219373,joy,0.519156933,F
2732,2732,2732,4454,5726,5822,5822,1.40E+18,18984207,"Overnight until 5 AM in the south, paving slows traffic on Macleod Tr from 75th Ave to Canyon Meadows Dr. #yyctraffic #yycroads",#yyctraffic #yycroads,2021-06-11T01:34:33.000Z,,1,0,0,1,FALSE,"overnight until 5 am in the south, paving slows traffic on macleod tr from 75th ave to canyon meadows dr.",3,1.04673636,3,1.046993494,fear,0.875877857,T
8996,8996,8996,7427,9773,9965,9965,1.38E+18,87113355,First proper pedal in three weeks. Much tired #yycbike https://t.co/RvVpYeQp0x,#yycbike,2021-04-10T03:18:23.000Z,,14,0,0,0,FALSE,first proper pedal in three weeks. much tired,12,1.02146399,8,0.792758107,sadness,0.996855021,F
5109,5109,5109,1556,1956,1987,1987,1.42E+18,286871426,"@ElleninEdmonton @Jantafrench In Calgary, if you follow the bike paths, once you get into residential there are signs in the neighbourhood to let you know where to go, wherever you want to go",,2021-08-09T03:49:18.000Z,,1,0,2,0,FALSE,"  in calgary, if you follow the bike paths, once you get into residential there are signs in the neighbourhood to let you know where to go, wherever you want to go",7,0.793991745,1,0.922910213,joy,0.758323491,T
7642,7642,7642,1601,2014,2045,2045,1.42E+18,499979519,"Turns out the human voice is best to help avoid bear encounters, not bells or bangers. Then bear spray if a bruin is aggressive …So talk. Recite poetry. Sing! Anything you know, quality not important. After all, “The hills are alive…”

https://t.co/u2FYnwm6oy",,2021-08-07T20:56:06.000Z,,12,0,0,2,FALSE,"turns out the human voice is best to help avoid bear encounters, not bells or bangers. then bear spray if a bruin is aggressive so talk. recite poetry. sing! anything you know, quality not important. after all, the hills are alive",8,1.114132524,16,0.85889107,anger,0.991650879,F
1277,1277,1277,7388,9723,9915,9915,1.38E+18,28585986,Drinks in the park: Councillor hopes for new open consumption rules https://t.co/XhlA8giRGI https://t.co/s9VouSVmX7,,2021-04-11T01:36:05.000Z,,2,0,4,0,FALSE,drinks in the park councillor hopes for new open consumption rules  ,1,1.04462266,5,0.872971177,joy,0.977293551,F
2607,2607,2607,2369,3032,3079,3079,1.42E+18,18984207,CRASH in the SW on Richmond Rd at 29 St. Minor delays with light volume at the intersection. #yyc #yyctraffic #yycroads https://t.co/SpERYPklwQ,#yyc #yyctraffic #yycroads,2021-07-22T16:55:17.000Z,,1,0,0,0,FALSE,crash in the sw on richmond rd at 29 st. minor delays with light volume at the intersection.,3,0.993633747,2,1.242363691,fear,0.988584161,T
9489,9489,9489,4309,5531,5625,5625,1.40E+18,94962337,@BTCsessions I was the rodeo queen of the Calgary Stampede 2007.  I used to bike and rollerblade the streets back in 2008.,,2021-06-14T01:45:25.000Z,,1,0,0,0,FALSE, i was the rodeo queen of the calgary stampede 2007.  i used to bike and rollerblade the streets back in 2008.,12,0.966980517,15,0.884692848,joy,0.522247672,F
2233,2233,2233,2508,3214,3266,3266,1.42E+18,1009543484,"*JUST ANNOUNCED*
@bigwreckmusic &amp; @Monster_Truck_ with guests @BRKNLOVEMUSIC at MacEwan Hall on November 27, 2021! Tickets on sale Friday, July 23 at 10am

#bigwreck #monstertruck #Calgary #yycrock #yyc #yycevents #yycliving #yycconcerts #machall #macewanhall #CalgaryArts https://t.co/ImPXw2PH2Q",#bigwreck #monstertruck #Calgary #yycrock #yyc #yycevents #yycliving #yycconcerts #machall #macewanhall #CalgaryArts,2021-07-19T16:08:02.000Z,,0,0,0,0,FALSE,"*just announced* &amp;  with guests  at macewan hall on november 27, 2021! tickets on sale friday, july 23 at 10ambigwreck",2,1.121983886,8,0.964784503,joy,0.952507854,F
4414,4414,4414,1894,2381,2419,2419,1.42E+18,1.18E+18,STOLEN - Black Giant Trance 29er 2 in Cranston https://t.co/IlieYNhmKO #yycbike https://t.co/2S8c5MEd5W,#yycbike,2021-08-01T18:01:56.000Z,,1,0,0,2,FALSE,stolen - black giant trance 29er 2 in cranston,4,1.074241161,12,0.933545887,fear,0.872449338,T
8953,8953,8953,4961,6456,6563,6563,1.40E+18,386657749,"Kids bike on pathway south of Weaselhead, on steep hill #yyc https://t.co/uLYJ1Vdmxe",#yyc,2021-05-31T14:59:58.000Z,{'place_id': '07d9c93f1f088002'},0,0,0,0,FALSE,"kids bike on pathway south of weaselhead, on steep hill",12,1.026719689,8,0.709859192,fear,0.714265347,F
1404,1404,1404,10330,13752,14061,2062,1.48E+18,1.27E+18,"@jpaskey @CTVNews How many Calgary Parks are adjacent major roads and highways?

I can think Richmond Green, parts of Nose Hill park, the entire Nose Creek pathway, most of the Bow River pathway, Optimist Athletic Park, Canada Olympic Park, Glenbrook Park, Elliston Park...",,2022-01-21T00:33:40.000Z,,4,0,3,1,FALSE,"  how many calgary parks are adjacent major roads and highways?i can think richmond green, parts of nose hill park, the entire nose creek pathway, most of the bow river pathway, optimist athletic park, canada olympic park, glenbrook park, elliston park...",1,0.811325133,6,0.999481559,joy,0.873485208,T
6721,6721,6721,7634,10042,10240,10240,1.38E+18,1.38E+18,"Hey, check out this cool site I found: https://t.co/oYUELoeQYB #Topic via@my_twitter_name https://t.co/FY61JwlaCp",#Topic,2021-04-06T03:25:53.000Z,,0,0,0,0,FALSE,"hey, check out this cool site i found  topic via ",8,1.076930523,8,0.97010988,joy,0.998580456,F
304,304,304,3752,4806,4891,4891,1.41E+18,76328996,Yippee is the mildest exclamation I can think of. This was a journey and we are finally triumphant and a super happy client is the result #yycliving #yycrealstate  @exprealty_ @bymageorge @alixhalpenrealestate https://t.co/UVzNeMjoDC,#yycliving #yycrealstate,2021-06-24T01:42:58.000Z,,0,0,0,0,FALSE,yippee is the mildest exclamation i can think of. this was a journey and we are finally triumphant and a super happy client is the result,0,1.106743574,6,0.961826146,joy,0.998377085,F
9664,9664,9664,11457,15256,15612,3613,1.47E+18,293654204,"Cold this morning?

Car Salon installs the Best Remote Car Starters in Calgary, Alberta

Car Salon helps make an informed decision.

https://t.co/JA9Xs34xvw

 #yyc #yycnow #403 #calgary #Christmas2021 #yycroads #Xmas https://t.co/82Xz2EVDZW",#yyc #yycnow #calgary #Christmas2021 #yycroads #Xmas,2021-12-16T20:28:00.000Z,,0,0,0,0,FALSE,"cold this morning?car salon installs the best remote car starters in calgary, albertacar salon helps make an informed decision.",13,1.072897434,1,1.195740342,joy,0.638370991,F
2373,2373,2373,2254,2877,2922,2922,1.42E+18,18633594,Looking for a playground to take my kids…Who set THIS up?! 😂 Read further for the review… #yyc #ab #yycparks #jamesmarsden https://t.co/xN0lPKK9T0,#yyc #ab #yycparks #jamesmarsden,2021-07-24T19:11:46.000Z,,0,0,1,1,FALSE,looking for a playground to take my kidswho set this up?!  read further for the review,2,0.990611851,14,0.759789824,joy,0.61223495,F
2894,2894,2894,9548,12671,12929,930,1.49E+18,18984207,"STALLED vehicle in the SE on Deerfoot Tr adds to early morning volume moving NB at 24 St/Douglasdale Blvd. Callers report the LHL on the Ivor Strong Bridge is blocked. Emerg crews, tow truck on scene. #yyc #yyctraffic #yycroads #abroads #660traffic https://t.co/4wxvoqXfiV",#yyc #yyctraffic #yycroads #abroads #660traffic,2022-02-15T14:06:40.000Z,,0,0,0,0,FALSE,"stalled vehicle in the se on deerfoot tr adds to early morning volume moving nb at 24 st/douglasdale blvd. callers report the lhl on the ivor strong bridge is blocked. emerg crews, tow truck on scene.",3,1.012328625,4,1.016324997,fear,0.983583152,F
1840,1840,1840,4959,6454,6561,6561,1.40E+18,7.30E+17,What could we do in Calgary to encourage teen girls to feel welcome and safe in parks? #yyc #parksmatter @ParksFdnCalgary @calgaryparks https://t.co/Cp3noGAoj1,#yyc #parksmatter,2021-05-31T15:11:01.000Z,,10,0,4,5,FALSE,what could we do in calgary to encourage teen girls to feel welcome and safe in parks?,1,0.883903146,13,0.98883456,joy,0.998693526,T
6478,6478,6478,8992,11937,12167,168,1.50E+18,293654204,"Protect your beautiful paint job with Xpel paint protection film from Car Salon.

https://t.co/I8JX9RsRnM

#calgary #yyc #yycnow #yycliving #calgarylife #yyclife #calgaryalberta #yyclocal #calgarybuzz #yycevents #yycbuzz #calgaryliving #yycbusiness #supportlocal https://t.co/TD5odYNFmB",#calgary #yyc #yycnow #yycliving #calgarylife #yyclife #calgaryalberta #yyclocal #calgarybuzz #yycevents #yycbuzz #calgaryliving #yycbusiness #supportlocal,2022-03-04T18:57:00.000Z,,0,0,0,0,FALSE,protect your beautiful paint job with xpel paint protection film from car salon.,8,1.114464879,6,0.941371858,joy,0.984932125,F
1610,1610,1610,7985,10534,10744,10744,1.38E+18,1.35E+18,Be careful when visiting parks with your pets and children as there has been a suspicious man leaving cat food with poison multiple times. https://t.co/CEbFkQW66W #RTBNNews #saitnewsfile #catfood #poison #yyc #calgary #confederationpark #recreational #parks,#RTBNNews #saitnewsfile #catfood #poison #yyc #calgary #confederationpark #recreational #parks,2021-03-27T07:32:06.000Z,,2,0,0,0,FALSE,be careful when visiting parks with your pets and children as there has been a suspicious man leaving cat food with poison multiple times.,1,1.093626976,9,1.19843626,fear,0.995378733,T
7108,7108,7108,210,266,269,269,1.43E+18,437885236,"Starting this morning at 8 AM, masks are mandatory for all indoor public spaces and workplaces. 

This public health measure is required due to increasing hospitalizations among the unvaccinated. Visit https://t.co/FlweBO2iWm to get vaccinated. #ableg #alberta #yyc #yeg https://t.co/Fso84Rj2si",#ableg #alberta #yyc #yeg,2021-09-05T01:35:00.000Z,,5,2,18,1,FALSE,"starting this morning at 8 am, masks are mandatory for all indoor public spaces and workplaces. this public health measure is required due to increasing hospitalizations among the unvaccinated. visit  to get vaccinated.",8,1.090745568,11,1.044286609,fear,0.573530257,T
8528,8528,8528,9439,12532,12787,788,1.49E+18,1728826116,@cdsamii @williamcmay The problems with e-scooters is they look like a grown up toy &amp; risks are not widely know. However many people are seriously getting hurt by them and from falling off the them. The bike helmet is not sufficient to protect your jaw. This also shows problems https://t.co/niFIIwvZyW,,2022-02-18T09:08:11.000Z,,1,0,1,1,FALSE,  the problems with e-scooters is they look like a grown up toy &amp; risks are not widely know. however many people are seriously getting hurt by them and from falling off the them. the bike helmet is not sufficient to protect your jaw. this also shows problems ,12,1.109452844,1,0.702906787,sadness,0.987848282,F
1557,1557,1557,12777,17049,17451,5452,1.46E+18,4879256319,"@Sally_Mansour @AlCatJDP @CanadianPolling @LeanTossup Go look at what Lougheed actually did. His first act was human rights legislation. He created a publicly owned oil and gas company. LRT in Calgary and Edmonton. Heritage Fund,  ground breaking environmental legislation and the largest investment in parks in Alberta’s history",,2021-11-12T17:50:48.000Z,,2,0,1,0,FALSE,"    go look at what lougheed actually did. his first act was human rights legislation. he created a publicly owned oil and gas company. lin calgary and edmonton. heritage fund,  ground breaking environmental legislation and the largest investment in parks in albertas history",1,0.993146241,8,1.234740853,joy,0.967108905,T
7640,7640,7640,9652,12795,13061,1062,1.49E+18,9.21E+17,Patienly waiting until @calgaryherald make a story about homosexual water parks! #yyc ☠️,#yyc,2022-02-12T11:09:55.000Z,,0,0,0,0,FALSE,patienly waiting until  make a story about homosexual water parks!,8,1.009665251,16,0.858036339,anger,0.988120317,F
9599,9599,9599,7341,9663,9852,9852,1.38E+18,375727231,"Today's the last day to sign up for free wildflower seeds from the City of Calgary, to support local pollinators  https://t.co/7mFOeLyxg1",,2021-04-12T02:49:49.000Z,,5,0,2,1,FALSE,"today's the last day to sign up for free wildflower seeds from the city of calgary, to support local pollinators  ",13,1.113424659,0,1.017670035,joy,0.989817798,F
5847,5847,5847,2905,3691,3756,3756,1.41E+18,2765135818,"@BikeBikeYYC For me, it was having a welcoming community. 
Wasn’t about the clothes I wore or the bike I rode. In Calgary, folks were willing to share tips and advice when asked. 
Also people extending an invitation to ride bikes together was huge.",,2021-07-13T14:26:26.000Z,,4,0,1,0,FALSE," for me, it was having a welcoming community. wasnt about the clothes i wore or the bike i rode. in calgary, folks were willing to share tips and advice when asked. also people extending an invitation to ride bikes together was huge.",7,0.955522597,15,1.023546576,joy,0.988206029,F
9027,9027,9027,4369,5622,5717,5717,1.40E+18,1354634546,Hey #yycbike! Can anyone suggest where to find prescription cycling glasses? I’d like to get a pair for my lovely wife.,#yycbike,2021-06-12T05:14:35.000Z,,0,0,3,0,FALSE,hey yycbike! can anyone suggest where to find prescription cycling glasses? id like to get a pair for my lovely wife.,12,1.024292946,8,0.847959399,love,0.994865716,F
8074,8074,8074,14675,19600,20044,8045,1.44E+18,3000598092,"8080 #yycbike trips were counted on MUPs on Fri Sep 24

Busiest:
Peace Bridge: 1852
Glenmore Pathway near Glenmore Landing: 1420
Memorial Drive at 19th St NW: 1364",#yycbike,2021-09-25T14:25:34.000Z,,0,0,0,0,FALSE,8080 yycbike trips were counted on mups on fri sep 24busiestpeace bridge 1852glenmore pathway near glenmore landing 1420memorial drive at 19th st nw 1364,11,0.829830527,8,1.055523753,anger,0.388385057,T
10172,10172,10172,11106,14803,15145,3146,1.48E+18,80623746,#MondayMotivational #BeRelentless #YYC #YYCRealtor #YYCRealEstate #realestateagent #realtor #Calgary #lifeisgood #itsagreatdaytobealive #CREB #realtor #realestate #yycliving #yycnow #calgaryliving #yychomes #calgaryhomes... https://t.co/FTB0sLWJdo https://t.co/rVu6RLdYdq,#MondayMotivational #BeRelentless #YYC #YYCRealtor #YYCRealEstate #realestateagent #realtor #Calgary #lifeisgood #itsagreatdaytobealive #CREB #realtor #realestate #yycliving #yycnow #calgaryliving #yychomes #calgaryhomes,2021-12-27T16:00:22.000Z,,0,0,0,0,FALSE,mondaymotivational berelentless yyc yycrealtor yycrealestate realestateagent realtor calgary lifeisgood itsagreatdaytobealive creb realtor realestate yycliving yycnow calgaryliving yychomes calgaryhomes...  ,13,1.087894559,8,0.979009211,joy,0.883138061,F
3916,3916,3916,340,435,439,439,1.43E+18,135754156,TOQUEBOY aka  @SimpleSimpleAds bike was stolen last night. Please keep a lookout #yyc @Crackmacs https://t.co/idaXM6qTuy,#yyc,2021-09-02T16:44:48.000Z,,2,0,1,3,FALSE,toqueboy aka   bike was stolen last night. please keep a lookout,4,1.001275659,4,0.913309157,fear,0.941673696,F
9471,9471,9471,8141,10750,10960,10960,1.37E+18,1606670892,"Speaker 92. Banff Trail. In favour of the Guidebook.

Has previously advocated for Bike Lanes in her community.

Is a RN, and has worked on lifestyle impacts on health.

#yyc #yyccc",#yyc #yyccc,2021-03-24T01:37:22.000Z,,0,0,1,0,FALSE,"speaker 92. banff trail. in favour of the guidebook.has previously advocated for bike lanes in her community.is a rn, and has worked on lifestyle impacts on health.",12,0.929777265,15,0.833418906,anger,0.760359943,T
10419,10419,10419,1821,2288,2324,2324,1.42E+18,103680135,"Back to the grind, Calgary!

Have a great day out there. (itszaneforbes on Instagram)
.
.
#calgarytower #yyc #yycliving #yycnow #mycalgarytower #travelalberta #albertatourism #exploreyyc #calgarydowntown #capturecalgary https://t.co/QNXjddjXLd",#calgarytower #yyc #yycliving #yycnow #mycalgarytower #travelalberta #albertatourism #exploreyyc #calgarydowntown #capturecalgary,2021-08-03T17:09:06.000Z,,2,0,0,1,FALSE,"back to the grind, calgary!have a great day out there. (itszaneforbes on instagram)..",13,1.093836188,10,0.955111206,joy,0.997241378,F
6410,6410,6410,87,108,110,110,1.44E+18,1.31E+18,"As of September 4th, masks are now mandatory in indoor public spaces and workplaces!
#masking #news #canadanews #covid #covidnews   #pandemic #wearamask #wearadamnmask #indoormasking #workspaces #alberta #yyc #yycprinting 
https://t.co/8MYc7qxHjZ https://t.co/M2RfI5ba3I",#masking #news #canadanews #covid #covidnews #pandemic #wearamask #wearadamnmask #indoormasking #workspaces #alberta #yyc #yycprinting,2021-09-07T18:30:04.000Z,,2,0,0,0,FALSE,"as of september 4th, masks are now mandatory in indoor public spaces and workplaces!",8,1.082728624,6,0.906873465,anger,0.523716688,T
7847,7847,7847,4460,5738,5834,5834,1.40E+18,4834427644,"53rd tweeted pedestrian incident in 2021.
#yycwalk #yyccc #ableg #visionzero
@RicMcIver @shandro
@DShepYEG @rod_loyola

https://t.co/vHMkzwwnov",#yycwalk #yyccc #ableg #visionzero,2021-06-10T22:27:59.000Z,,0,0,0,1,FALSE,53rd tweeted pedestrian incident in 2021.,11,0.932036519,2,1.190393209,fear,0.563289225,F
5275,5275,5275,14326,19129,19564,7565,1.45E+18,69941209,"Hard meh. Calgary's pathways have always had irresponsible users on them, primarily pathletes, and they are still the ones causing the most amount of conflict.

There are lots of issues with our pathway system, with ebikes being near the bottom of that list. #yycbike #yycwalk https://t.co/7FD5pRVNRg",#yycbike #yycwalk,2021-10-04T16:01:39.000Z,,45,0,9,1,FALSE,"hard meh. calgary's pathways have always had irresponsible users on them, primarily pathletes, and they are still the ones causing the most amount of conflict.there are lots of issues with our pathway system, with ebikes being near the bottom of that list.",7,0.777030349,3,1.036561728,anger,0.991379917,T
4610,4610,4610,3979,5098,5187,5187,1.41E+18,365249229,Closed Parks - Branching Out Tree Program request at 11079 Valley Springs Rd NW https://t.co/gmRjkMDx3q. Completed - close sr. https://t.co/15TCLRFSom,,2021-06-19T21:12:38.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [-114.24572082, 51.09557528]}, 'place_id': '53504716d445dcad'}",0,0,0,0,FALSE,closed parks - branching out tree program request at 11079 valley springs rd nw . completed - close sr. ,5,0.941883802,5,1.107737064,joy,0.419292629,T
7593,7593,7593,8985,11929,12159,160,1.50E+18,293654204,"Car Salon provides Calgary PPF-Paint Protection Film
To safeguard your vehicle, we only carry XPEL Paint Protection Films.

#calgary #yyc #yycnow #yycliving #calgarylife #yyclife #calgaryalberta #yyclocal #calgarybuzz #yycevents #yycbuzz #calgaryliving #yycbusiness #supportlocal https://t.co/phdVWcOXYY",#calgary #yyc #yycnow #yycliving #calgarylife #yyclife #calgaryalberta #yyclocal #calgarybuzz #yycevents #yycbuzz #calgaryliving #yycbusiness #supportlocal,2022-03-04T20:53:00.000Z,,0,0,0,0,FALSE,"car salon provides calgary ppf-paint protection filmto safeguard your vehicle, we only carry xpel paint protection films.",8,1.039703608,16,0.811469793,joy,0.535357773,F
1632,1632,1632,6585,8643,8807,8807,1.39E+18,1154661211,No way. Parks for people not for profit!  https://t.co/LEsctVoh3E,,2021-04-27T22:14:46.000Z,,0,0,0,0,FALSE,no way. parks for people not for profit!  ,1,1.002814174,9,1.242259383,anger,0.73752439,F
4598,4598,4598,4846,6273,6378,6378,1.40E+18,365249229,Closed Parks - Branching Out Tree Program request at 449 Sienna Heights Hl SW https://t.co/B4AFelJfYf. Completed - close sr. https://t.co/E37yV9VdGl,,2021-06-02T23:16:45.000Z,"{'place_id': '53504716d445dcad', 'coordinates': {'type': 'Point', 'coordinates': [-114.18091211, 51.02795909]}}",0,0,0,0,FALSE,closed parks - branching out tree program request at 449 sienna heights hl sw . completed - close sr. ,5,0.935829759,5,0.995952129,sadness,0.365088582,T
6839,6839,6839,7199,9484,9671,9671,1.38E+18,1650803912,"Part of what makes it so invasive is its ability to spread via seeds and rhizomes.

https://t.co/LF8LM18DB2

#invasivespecies #vegetationmanagement #weedscience #invasiveplantmanagement #weedcontrol #weedmanagement #WSWS",#invasivespecies #vegetationmanagement #weedscience #invasiveplantmanagement #weedcontrol #weedmanagement #WSWS,2021-04-14T14:35:20.000Z,,0,0,0,0,FALSE,part of what makes it so invasive is its ability to spread via seeds and rhizomes.,8,1.109814882,9,1.250497937,anger,0.565819263,F
7661,7661,7661,9242,12275,12521,522,1.50E+18,1.16E+18,I'm sick and tired of running out of windshield washer. #YYC #yycroads,#YYC #yycroads,2022-02-24T20:23:50.000Z,,0,0,0,0,FALSE,i'm sick and tired of running out of windshield washer.,8,1.069345117,16,0.881638467,sadness,0.912942231,F
3994,3994,3994,1408,1779,1804,1804,1.43E+18,1.18E+18,STOLEN - Blue Rocky Mountain Bicycles Fusion in Lower Mount Royal https://t.co/JNFdQyIs5I #yycbike https://t.co/pLSn4GCSNQ,#yycbike,2021-08-11T23:10:37.000Z,,0,0,0,0,FALSE,stolen - blue rocky mountain bicycles fusion in lower mount royal,4,1.017632723,5,1.054234862,fear,0.549660027,T
1347,1347,1347,5983,7826,7965,7965,1.39E+18,1.02E+18,"Furthermore, tomorrow I will announce my plan to allow the consumption of alcohol in Calgary's parks on a permanent basis, and not just at individual tables and benches. We must trust that Calgarians are as responsible walking in a park as sitting at a table. (4/4) #yyc #yyccc",#yyc #yyccc,2021-05-10T22:21:31.000Z,,16,0,1,2,FALSE,"furthermore, tomorrow i will announce my plan to allow the consumption of alcohol in calgary's parks on a permanent basis, and not just at individual tables and benches. we must trust that calgarians are as responsible walking in a park as sitting at a table. (4/4)",1,0.825931132,6,0.888130367,joy,0.931617498,T
